# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APL3	YBL037W	YBL037W	protein_coding	0	8	4	63	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	8	33
APL4	YPR029C	YPR029C	protein_coding	0	3	4	23	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	3	14
APL5	YPL195W	YPL195W	protein_coding	1	4	1	23	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	4	12
APL6	YGR261C	YGR261C	protein_coding	0	1	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	3
APM1	YPL259C	YPL259C	protein_coding	0	0	1	7	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4
APM2	YHL019C	YHL019C	protein_coding	0	8	2	51	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	8	17
APM3	YBR288C	YBR288C	protein_coding	0	1	1	18	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	6
APM4	YOL062C	YOL062C	protein_coding	0	9	1	80	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	9	28
APN1	YKL114C	YKL114C	protein_coding	0	2	2	85	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	2	30
APN2	YBL019W	YBL019W	protein_coding	0	5	8	70	0	0	0	0	38	0	0	0	8	0	0	0	0	0	0	0	0	5	32
APP1	YNL094W	YNL094W	protein_coding	0	3	1	17	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	1	2	12
APQ12	YIL040W	YIL040W	protein_coding	0	1	1	59	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	32
APQ13	YJL075C	YJL075C	protein_coding	0	1	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	7
APS1	YLR170C	YLR170C	protein_coding	0	1	1	64	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	1	44
APS2	YJR058C	YJR058C	protein_coding	0	2	0	78	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	2	35
APS3	YJL024C	YJL024C	protein_coding	0	1	1	44	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	1	24
APT1	YML022W	YML022W	protein_coding	0	1	1	64	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	37
APT2	YDR441C	YDR441C	protein_coding	0	2	1	27	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	2	13
AQR1	YNL065W	YNL065W	protein_coding	1	4	2	55	0	0	0	0	14	0	0	0	2	0	0	0	0	0	1	0	0	4	41
AQY1	YPR192W	YPR192W	protein_coding	1	4	5	72	0	0	0	0	35	1	0	0	5	0	0	0	0	0	0	0	0	4	37
AQY2	YLL052C	YLL052C	protein_coding	0	1	2	13	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	1	4
ARA1	YBR149W	YBR149W	protein_coding	0	1	1	109	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	1	55
ARA2	YMR041C	YMR041C	protein_coding	0	0	0	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ARB1	YER036C	YER036C	protein_coding	0	3	0	28	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	16
ARC1	YGL105W	YGL105W	protein_coding	0	3	0	38	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	23
ARC15	YIL062C	YIL062C	protein_coding	0	0	0	66	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	49
ARC18	YLR370C	YLR370C	protein_coding	0	3	0	57	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	3	31
ARC19	YKL013C	YKL013C	protein_coding	0	1	0	58	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	19
ARC35	YNR035C	YNR035C	protein_coding	0	0	0	40	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ARC40	YBR234C	YBR234C	protein_coding	0	2	2	64	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	2	33
ARD1	YHR013C	YHR013C	protein_coding	0	2	1	63	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	34
ARE1	YCR048W	YCR048W	protein_coding	0	0	0	21	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ARE2	YNR019W	YNR019W	protein_coding	0	1	2	9	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	7
ARF1	YDL192W	YDL192W	protein_coding	0	2	0	76	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2	40
ARF2	YDL137W	YDL137W	protein_coding	0	0	0	70	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ARF3	YOR094W	YOR094W	protein_coding	0	0	0	72	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ARG1	YOL058W	YOL058W	protein_coding	0	2	1	27	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	2	18
ARG2	YJL071W	YJL071W	protein_coding	0	5	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ARG3	YJL088W	YJL088W	protein_coding	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ARG4	YHR018C	YHR018C	protein_coding	0	2	1	32	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	7
ARG5,6	YER069W	YER069W	protein_coding	0	1	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	6
ARG7	YMR062C	YMR062C	protein_coding	0	5	0	68	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	5	41
ARG8	YOL140W	YOL140W	protein_coding	0	5	4	60	0	0	0	0	18	0	0	0	4	0	0	0	1	0	0	0	1	4	42
ARG80	YMR042W	YMR042W	protein_coding	0	0	1	16	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	6
ARG81	YML099C	YML099C	protein_coding	0	10	15	64	0	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	10	51
ARG82	YDR173C	YDR173C	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ARH1	YDR376W	YDR376W	protein_coding	0	0	1	13	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	11
ARI1	YGL157W	YGL157W	protein_coding	0	2	2	77	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	2	43
ARK1	YNL020C	YNL020C	protein_coding	0	5	3	61	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	5	22
ARL1	YBR164C	YBR164C	protein_coding	0	2	0	77	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	2	35
ARL3	YPL051W	YPL051W	protein_coding	0	0	0	38	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ARN1	YHL040C	YHL040C	protein_coding	0	5	3	43	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	5	11
ARN2	YHL047C	YHL047C	protein_coding	0	0	0	43	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ARO1	YDR127W	YDR127W	protein_coding	0	1	5	13	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	1	4
ARO10	YDR380W	YDR380W	protein_coding	0	2	3	21	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	2	2
ARO2	YGL148W	YGL148W	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARO3	YDR035W	YDR035W	protein_coding	0	0	0	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ARO4	YBR249C	YBR249C	protein_coding	0	3	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	7
ARO7	YPR060C	YPR060C	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARO8	YGL202W	YGL202W	protein_coding	0	5	1	72	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	5	34
ARO80	YDR421W	YDR421W	protein_coding	0	2	4	17	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	2	6
ARO9	YHR137W	YHR137W	protein_coding	0	1	2	26	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	1	7
ARP1	YHR129C	YHR129C	protein_coding	0	0	1	12	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ARP10	YDR106W	YDR106W	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ARP2	YDL029W	YDL029W	protein_coding	0	0	1	16	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	6
ARP3	YJR065C	YJR065C	protein_coding	0	1	1	18	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	6
ARP4	YJL081C	YJL081C	protein_coding	0	1	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	4
ARP5	YNL059C	YNL059C	protein_coding	0	3	4	26	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	3	18
ARP6	YLR085C	YLR085C	protein_coding	0	4	2	40	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	4	23
ARP7	YPR034W	YPR034W	protein_coding	0	2	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	8
ARP8	YOR141C	YOR141C	protein_coding	0	10	5	60	0	0	0	0	39	0	0	0	5	0	0	0	0	0	0	0	0	10	21
ARP9	YMR033W	YMR033W	protein_coding	0	1	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	11
ARR1	YPR199C	YPR199C	protein_coding	0	2	0	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	16
ARR2	YPR200C	YPR200C	protein_coding	0	3	0	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	12
ARR3	YPR201W	YPR201W	protein_coding	0	0	0	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ART10	YLR392C	YLR392C	protein_coding	0	2	5	44	0	0	0	0	26	0	0	0	5	0	0	0	0	0	0	0	0	2	18
ART5	YGR068C	YGR068C	protein_coding	0	0	1	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ARV1	YLR242C	YLR242C	protein_coding	0	6	0	39	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	6	16
ARX1	YDR101C	YDR101C	protein_coding	0	2	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ASA1	YPR085C	YPR085C	protein_coding	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASC1	YMR116C	YMR116C	protein_coding	0	2	0	84	0	0	0	0	35	0	0	2	0	0	0	0	0	0	0	0	0	2	47
ASE1	YOR058C	YOR058C	protein_coding	0	7	4	70	0	0	0	0	32	0	0	0	4	0	0	0	0	0	0	0	0	7	38
ASF1	YJL115W	YJL115W	protein_coding	0	5	0	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	23
ASF2	YDL197C	YDL197C	protein_coding	0	6	9	65	0	0	0	0	41	0	0	0	9	0	0	0	0	0	0	0	0	6	24
ASG1	YIL130W	YIL130W	protein_coding	0	11	5	46	0	1	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	11	38
ASG7	YJL170C	YJL170C	protein_coding	0	2	4	58	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	2	22
ASH1	YKL185W	YKL185W	protein_coding	0	4	1	72	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	4	43
ASI1	YMR119W	YMR119W	protein_coding	0	8	6	77	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	8	47
ASI2	YNL159C	YNL159C	protein_coding	0	0	0	18	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASI3	YNL008C	YNL008C	protein_coding	0	3	0	37	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	7
ASK1	YKL052C	YKL052C	protein_coding	0	0	1	12	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ASK10	YGR097W	YGR097W	protein_coding	0	0	1	12	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8
ASM4	YDL088C	YDL088C	protein_coding	0	3	4	63	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	0	3	36
ASN1	YPR145W	YPR145W	protein_coding	0	1	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ASN2	YGR124W	YGR124W	protein_coding	0	2	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	4
ASP1	YDR321W	YDR321W	protein_coding	0	5	0	46	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	5	29
ASP3-4	YLR160C	YLR160C	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASR1	YPR093C	YPR093C	protein_coding	0	1	1	16	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	11
AST1	YBL069W	YBL069W	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AST2	YER101C	YER101C	protein_coding	1	2	4	19	0	0	0	0	9	0	0	0	4	0	0	0	0	0	1	0	0	2	10
ATC1	YDR184C	YDR184C	protein_coding	0	3	1	20	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	3	10
ATE1	YGL017W	YGL017W	protein_coding	0	7	4	45	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	7	20
ATF1	YOR377W	YOR377W	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ATF2	YGR177C	YGR177C	protein_coding	0	1	2	43	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	1	36
ATG1	YGL180W	YGL180W	protein_coding	0	0	1	36	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	10
ATG10	YLL042C	YLL042C	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ATG11	YPR049C	YPR049C	protein_coding	0	2	2	25	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	2	10
ATG12	YBR217W	YBR217W	protein_coding	0	0	1	53	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	32
ATG13	YPR185W	YPR185W	protein_coding	0	5	4	12	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	5	8
ATG14	YBR128C	YBR128C	protein_coding	0	0	0	42	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ATG15	YCR068W	YCR068W	protein_coding	0	7	3	41	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	7	16
ATG16	YMR159C	YMR159C	protein_coding	0	2	0	56	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	23
ATG17	YLR423C	YLR423C	protein_coding	0	0	2	14	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	5
ATG18	YFR021W	YFR021W	protein_coding	0	0	0	86	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	57
ATG19	YOL082W	YOL082W	protein_coding	0	8	2	125	0	0	0	0	49	0	0	0	2	0	0	0	0	0	0	0	0	8	76
ATG2	YNL242W	YNL242W	protein_coding	0	18	7	28	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	18	22
ATG20	YDL113C	YDL113C	protein_coding	0	2	3	60	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	2	35
ATG21	YPL100W	YPL100W	protein_coding	0	0	1	20	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	11
ATG22	YCL038C	YCL038C	protein_coding	0	1	2	33	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	1	10
ATG23	YLR431C	YLR431C	protein_coding	0	1	1	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	6
ATG26	YLR189C	YLR189C	protein_coding	0	15	3	37	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	0	15	3
ATG27	YJL178C	YJL178C	protein_coding	0	4	4	86	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	4	39
ATG29	YPL166W	YPL166W	protein_coding	1	3	2	63	0	0	0	0	28	0	0	0	2	0	0	0	0	1	0	0	0	3	35
ATG3	YNR007C	YNR007C	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ATG31	YDR022C	YDR022C	protein_coding	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ATG32	YIL146C	YIL146C	protein_coding	0	10	1	58	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	10	37
ATG33	YLR356W	YLR356W	protein_coding	0	2	2	47	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	2	29
ATG34	YOL083W	YOL083W	protein_coding	0	9	5	114	0	0	0	0	65	0	0	0	5	0	0	0	0	0	0	0	0	9	49
ATG36	YJL185C	YJL185C	protein_coding	0	4	1	85	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	4	44
ATG38	YLR211C	YLR211C	protein_coding	0	0	0	33	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	7
ATG4	YNL223W	YNL223W	protein_coding	0	0	1	17	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ATG5	YPL149W	YPL149W	protein_coding	0	1	0	34	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	13
ATG7	YHR171W	YHR171W	protein_coding	0	2	2	28	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	2	16
ATG8	YBL078C	YBL078C	protein_coding	0	0	0	27	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ATG9	YDL149W	YDL149W	protein_coding	0	14	7	50	0	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	14	27
ATH1	YPR026W	YPR026W	protein_coding	0	6	3	13	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	6	4
ATM1	YMR301C	YMR301C	protein_coding	0	7	3	43	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	7	34
ATO2	YNR002C	YNR002C	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ATO3	YDR384C	YDR384C	protein_coding	0	1	0	20	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ATP1	YBL099W	YBL099W	protein_coding	0	4	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	12
ATP10	YLR393W	YLR393W	protein_coding	0	0	1	45	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	24
ATP11	YNL315C	YNL315C	protein_coding	0	3	2	78	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	3	39
ATP12	YJL180C	YJL180C	protein_coding	0	5	1	85	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	5	40
ATP14	YLR295C	YLR295C	protein_coding	0	2	1	73	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	39
ATP15	YPL271W	YPL271W	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ATP16	YDL004W	YDL004W	protein_coding	0	1	0	45	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	21
ATP17	YDR377W	YDR377W	protein_coding	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ATP18	YML081C-A	YML081C-A	protein_coding	1	0	0	52	0	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	23
ATP19	YOL077W-A	YOL077W-A	protein_coding	0	1	0	39	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	32
ATP2	YJR121W	YJR121W	protein_coding	0	3	1	26	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	3	18
ATP20	YPR020W	YPR020W	protein_coding	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ATP22	YDR350C	YDR350C	protein_coding	0	0	2	33	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	0	6
ATP23	YNR020C	YNR020C	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ATP25	YMR098C	YMR098C	protein_coding	0	0	2	17	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	11
ATP3	YBR039W	YBR039W	protein_coding	0	0	0	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ATP4	YPL078C	YPL078C	protein_coding	0	0	1	14	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	7
ATP5	YDR298C	YDR298C	protein_coding	0	4	0	59	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	4	11
ATP7	YKL016C	YKL016C	protein_coding	0	0	1	72	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	39
ATR1	YML116W	YML116W	protein_coding	0	2	1	54	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	2	32
ATS1	YAL020C	YAL020C	protein_coding	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ATX1	YNL259C	YNL259C	protein_coding	0	0	0	15	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ATX2	YOR079C	YOR079C	protein_coding	0	3	0	63	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	38
AUA1	YFL010W-A	YFL010W-A	protein_coding	0	1	1	28	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	1	9
AUR1	YKL004W	YKL004W	protein_coding	0	1	0	45	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	38
AUS1	YOR011W	YOR011W	protein_coding	0	13	6	48	0	0	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	13	6
AVL9	YLR114C	YLR114C	protein_coding	0	0	0	23	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12
AVO1	YOL078W	YOL078W	protein_coding	1	11	3	58	0	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	0	11	49
AVO2	YMR068W	YMR068W	protein_coding	0	3	1	28	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	3	17
AVT1	YJR001W	YJR001W	protein_coding	0	2	0	38	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	23
AVT2	YEL064C	YEL064C	protein_coding	0	4	3	68	0	0	0	0	46	0	0	0	3	0	0	0	0	0	0	0	0	4	22
AVT3	YKL146W	YKL146W	protein_coding	0	3	2	40	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	3	13
AVT4	YNL101W	YNL101W	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AVT5	YBL089W	YBL089W	protein_coding	0	2	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3
AVT6	YER119C	YER119C	protein_coding	0	0	2	23	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	12
AVT7	YIL088C	YIL088C	protein_coding	0	5	3	83	0	0	0	0	46	0	0	0	3	0	0	0	0	0	0	0	0	5	37
AXL1	YPR122W	YPR122W	protein_coding	0	2	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	12
AXL2	YIL140W	YIL140W	protein_coding	0	9	7	49	0	0	0	0	27	0	0	0	7	0	0	0	0	0	0	0	0	9	22
AYR1	YIL124W	YIL124W	protein_coding	0	2	1	49	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	2	13
AYT1	YLL063C	YLL063C	protein_coding	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	39
AZF1	YOR113W	YOR113W	protein_coding	0	14	5	51	0	0	0	1	32	0	0	0	4	0	0	0	0	0	0	0	0	14	19
AZR1	YGR224W	YGR224W	protein_coding	0	0	3	55	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	0	23
BAG7	YOR134W	YOR134W	protein_coding	0	5	2	36	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	5	13
BAP2	YBR068C	YBR068C	protein_coding	0	2	1	60	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	2	27
BAP3	YDR046C	YDR046C	protein_coding	0	2	3	25	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	2	11
BAR1	YIL015W	YIL015W	protein_coding	0	4	1	23	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	4	7
BAS1	YKR099W	YKR099W	protein_coding	0	7	2	41	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	7	25
BAT1	YHR208W	YHR208W	protein_coding	0	4	0	25	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	9
BAT2	YJR148W	YJR148W	protein_coding	0	3	2	49	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	3	32
BBC1	YJL020C	YJL020C	protein_coding	0	10	7	37	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	0	10	21
BBP1	YPL255W	YPL255W	protein_coding	1	0	1	28	0	0	0	0	19	0	0	0	1	0	0	0	1	0	0	1	0	0	9
BCD1	YHR040W	YHR040W	protein_coding	0	5	0	60	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	38
BCH1	YMR237W	YMR237W	protein_coding	0	0	2	10	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	5
BCH2	YKR027W	YKR027W	protein_coding	0	0	1	22	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	14
BCK1	YJL095W	YJL095W	protein_coding	0	2	9	6	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	2	2
BCK2	YER167W	YER167W	protein_coding	0	8	5	51	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	8	20
BCP1	YDR361C	YDR361C	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
BCS1	YDR375C	YDR375C	protein_coding	0	0	3	17	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0	4
